story_id,company_name,industry_1,industry_2,industry_3
powerbi_43,Sportily,non-profit organizations,wellness and fitness services,spectator sports
powerbi_44,Enerjisa Üretim,"Technology, Information and Internet",Energy and Utilities,Construction and Engineering
powerbi_45,De Heus,animal feed production,food processing,agribusiness
powerbi_46,Arraya Solutions,it services and it consulting,information technology & services,business consulting and services
powerbi_47,Arvato,IT Services,"Technology, Information and Internet",Supply Chain Management
powerbi_48,ABN AMRO,Financial Services,Banking,Financial
powerbi_49,Environment Agency,Government,Environmental Services,Public Administration
powerbi_50,Anglian Water,water,construction,environmental services
powerbi_51,EY (Ernst & Young),business consulting and services,financial services,professional training and coaching
powerbi_52,Milliman,financial services,insurance,business consulting and services
powerbi_53,Atrium Quality Contractors,construction,real estate,business consulting and services
powerbi_54,ZEISS Group,"technology, information and internet",optics,medical technology
powerbi_55,Düzey,FMCG,Fast-moving Consumer Goods,Retail
powerbi_56,Conagra Brands,Food and Beverage,Consumer Packaged Goods,Manufacturing
powerbi_57,Degrees of Change,Non-profit organizations,Business consulting and services,Education administration programs
powerbi_58,,logistics,supply chain,technology
powerbi_59,Cube RM,life sciences,software development,technology
powerbi_60,NTT DATA Business Solutions,it services and it consulting,business consulting and services,information technology & services
powerbi_61,E.ON Italy,Power and Utilities,Energy,
powerbi_62,Presidio,it services and it consulting,digital services and solutions provider,business intelligence
powerbi_63,Hartmann's,retail,jewelry,fine jewelry
powerbi_64,Epiq,it services and it consulting,"technology, information and internet",business consulting and services
powerbi_65,MagicOrange,IT,Software Development,Financial Services
powerbi_66,ECS,"technology, information and internet",information technology & services,construction
powerbi_67,Pazo,Retail,Technology,Facilities Management
powerbi_68,Aster Insights,hospitals and health care,"technology, information and internet",medical practices
powerbi_69,PT Petrosea Tbk,oil and gas,construction,energy
powerbi_70,INPEX Corporation,oil and gas,energy development,renewable energy
powerbi_71,Kotsovolos- Dixons South East Europe,Retail,Electrical and Electronics Retailing,Consumer Services
powerbi_72,Peel Region,Public Administration,Local Government,Healthcare
powerbi_73,FedEx,logistics,transportation,financial services
powerbi_74,Hokkoku Bank,financial services,banking,financial institutions
powerbi_75,PETRONAS,energy,oil_and_gas,petroleum
powerbi_76,Infosys,it services and it consulting,business consulting and services,information technology & services
powerbi_77,XContent Business Solutions,it services and it consulting,"technology, information and internet",business consulting and services
powerbi_78,HEINEKEN,Food and Beverage,Beverage Industry,Manufacturing
powerbi_79,Barnsley Hospital NHS Foundation Trust,hospitals and health care,"technology, information and internet",medical practices
powerbi_80,Marlo Farma,pet food,veterinary pharmaceuticals,wholesale
powerbi_81,TIS INTEC Group,IT services and IT consulting,Business consulting and services,"Technology, Information and Internet"
powerbi_82,OMERS Administration Corporation,financial services,pension plan,retirement
powerbi_83,SJS International,beauty,cosmetics,personal care
powerbi_84,Athens University of Economics and Business (AUEB),higher education,business consulting and services,"technology, information and internet"
powerbi_85,Caribbean Development Bank,financial services,non-profit organizations,"technology, information and internet"
powerbi_86,ALTANA,chemical,industrial machinery manufacturing,manufacturing
powerbi_87,Syracuse University,Higher Education,Information Technology,Software Development
powerbi_88,Eckes-Granini,Food and Beverage,Consumer Goods ,Manufacturing
powerbi_89,Home Trust Company,Financial Services,Financial Institutions,Banking
powerbi_90,REVA University,Education,Higher Education,"Technology, Information and Internet"
powerbi_91,CTT - Correios de Portugal,IT Services and IT Consulting,Business Intelligence,Financial Services
powerbi_92,Dixie Electric Membership Co.,electric cooperative,energy services,power utility
powerbi_93,DTEK Holdings,energy,utilities,industry
powerbi_94,Somany Impresa Group (Hindware),building products,packaging products,retail business
powerbi_95,Techspace,Business Consulting and Services,"Technology, Information and Internet",Information Technology & Services
powerbi_96,The Kraft Heinz Company,Food and Beverage Services,Consumer Goods,Manufacturing
powerbi_97,Nestle,Food and Beverage Services,Consumer Goods,Retail
powerbi_98,AXA,Financial Services,Healthcare,Insurance
powerbi_99,Epiroc,construction,manufacturing,mining and construction
powerbi_100,"Proterial, Ltd.",it services and it consulting,construction,information technology & services
powerbi_101,Brabant Water,Utilities,Water Utility,Public Services
powerbi_102,memoQ,Software Development,Business Consulting and Services,Information Technology & Services
powerbi_103,ABN AMRO Bank,financial services,banking,financial institution
powerbi_104,Provincial Health Services Authority (PHSA),Healthcare,Non-Profit Organization,Government
powerbi_105,Générale Pour l’Enfant,retail,fashion,consumer goods
powerbi_106,SA Power Networks,Utilities,Energy,Infrastructure
powerbi_107,Herbelin,watchmaking,jewelry,luxury goods
powerbi_108,Dialog Information Technology,IT Services and IT Consulting,Software Development,Business Consulting and Services
powerbi_109,MCS Group,engineering,energy,communication
powerbi_110,Jacobs Solutions Inc.,construction,business consulting and services,information technology & services
powerbi_111,Universiti Malaysia Sabah (UMS),Education,Higher Education,Technology
powerbi_112,ASCORP,green energy,construction,technology
powerbi_113,FORVAL,it services and it consulting,business consulting and services,management consulting
powerbi_114,LALIGA,Spectator Sports,"Technology, Information and Internet",Information Technology & Services
powerbi_115,Kantar,Business Consulting and Services,Data Insights and Consulting,Market Research
powerbi_116,EDP,Energy,Technology,Utilities
powerbi_117,Politecnico di Milano,education,research,engineering
powerbi_118,University of South Florida (USF),education,higher education,"technology, information and internet"
powerbi_119,Zurich Insurance Group,financial services,insurance,"technology, information and internet"
powerbi_120,Washington Metropolitan Area Transit Authority (WMATA),it services and it consulting,construction,transportation
powerbi_121,Saudi Airlines Catering Company,hospitality,food and beverage services,travel arrangements
powerbi_122,DocuWare,Software Development,Business Intelligence,Document Management
powerbi_123,Ridgelinez,it services and it consulting,business consulting and services,"technology, information and internet"
powerbi_124,Ukrenergo,energy,utilities,power
powerbi_125,Statistical Office of Republic of Serbia,government,public services,data analysis
powerbi_126,CooperSurgical,hospitals and health care,"technology, information and internet",medical practices
powerbi_127,ClinChoice,Life Sciences,Healthcare,Pharmaceutical
powerbi_128,AmRest,Food and Beverage Services,Hospitality,Retail
powerbi_129,WaterAid,non-profit organizations,"technology, information and internet",human services
powerbi_130,Natuzzi,furniture,retail,interior design
powerbi_131,Celli Group,Food and Beverage Services,Business Consulting and Services,Manufacturing
powerbi_132,PWN,water utility,utilities,infrastructure
powerbi_133,Sandvik Coromant,manufacturing,metal working,tools and machinery
powerbi_134,Chop Cheong Bee,agriculture,poultry farming,food and beverage services
powerbi_135,Majid Al Futtaim,retail,real estate,business consulting and services
powerbi_136,Bodibasixs,Personal Care,Beauty Products,Manufacturing
powerbi_137,Los Angeles County Public Defender's Office,Legal Services,Government,Non-Profit Organization
powerbi_138,STOPWATCH,software development,business consulting and services,"technology, information and internet"
powerbi_139,Coşkunöz Metal Form,automotive,manufacturing,production
powerbi_140,Morgan Sindall Property Services,construction,real estate,facilities services
powerbi_141,Natuzzi,Furniture,Home Goods,Luxury Goods
powerbi_142,dentsu,advertising services,marketing and advertising network,business consulting and services
powerbi_143,Breville,"appliances, electrical, and electronics manufacturing",food and beverage services,consumer services
powerbi_144,BWT Alpine F1 Team,Formula 1 Racing,Automotive,Sports
powerbi_145,Health First,hospitals and health care,"technology, information and internet",non-profit organizations
powerbi_146,ERM,business consulting and services,"technology, information and internet",sustainability consultancy
powerbi_147,Houston Fire Department,hospitals and health care,"technology, information and internet",public safety
powerbi_148,Bedrosians Tile & Stone,construction,it services and it consulting,business consulting and services
powerbi_149,Halwani Brothers Company,food and beverage services,food manufacturing,business consulting and services
powerbi_150,Unilever,Consumer Goods,Food and Beverage,Household Products
powerbi_151,HSBC Commercial Bank,Financial Services,Banking,International Commercial Bank
powerbi_152,Kent Outdoors,Outdoor Equipment,Wholesale,Retail
powerbi_153,Goals101,Financial Services,"Technology, Information and Internet",Business Consulting and Services
powerbi_154,Ahold Delhaize,Retail,Food Retail,Consumer Goods
powerbi_155,The Contingent,non-profit,social services,human services
powerbi_156,Lisbon and Vale do Tejo Regional Health Administration,hospitals and health care,"technology, information and internet",information technology & services
powerbi_157,Dr. August Oetker Nahrungsmittel KG,Food,Beverages,Consumer Goods
powerbi_158,Broward College,Higher Education,Education Administration Programs,"Technology, Information and Internet"
powerbi_159,Société du Canal de Provence,construction,water management,engineering
powerbi_160,CAI,construction,it services and it consulting,business consulting and services
powerbi_161,Edgewell Personal Care,Consumer Goods,Personal Care,Healthcare
powerbi_162,Bartek Ingredients,food and beverage services,manufacturing,chemical products
powerbi_163,GitHub,software development,"technology, information and internet",information technology & services
powerbi_164,Doukas School,Education Administration Programs,"Technology, Information and Internet",Higher Education
powerbi_165,Nagel-Group,logistics,food logistics,transportation
powerbi_166,Co-Op Group,Retail,Food Sellers,Funeral Services
powerbi_167,New Jersey Department of Community Affairs (NJDCA),Government,Public Administration,Non-Profit
powerbi_168,Emrill Services,facilities management,construction,services
powerbi_169,Manor AG,Retail,Business Services,Technology
powerbi_170,Municipality of Alkmaar,government,public sector,local government
powerbi_171,"Yusen Logistics (China) Co., Ltd.",transportation,logistics,supply chain and storage
powerbi_172,Welocalize,IT Services and IT Consulting,Business Consulting and Services,Language Service Provider
powerbi_173,Versar,engineering,construction,environmental services
powerbi_174,First Nations Health Authority,hospitals and health care,"technology, information and internet",non-profit organizations
powerbi_175,Microsoft,"Technology, Information and Internet",IT Services and IT Consulting,Business Consulting and Services
powerbi_176,Dr. August Oetker Nahrungsmittel KG,Food and Beverage Services,Business Consulting and Services,Manufacturing
powerbi_177,Santeon,hospitals and health care,"technology, information and internet",medical practices
powerbi_178,Hush Puppies,retail,footwear,consumer services
powerbi_179,Logisfashion,retail,textile,fashion
powerbi_180,St. Luke's University Health Network,hospitals and health care,non-profit organizations,medical practices
powerbi_181,Washington State Department of Natural Resources (DNR),Government,Environmental Services,Public Administration
powerbi_182,Real Madrid Football Club,sports,entertainment,spectator sports
powerbi_183,Profi,Retail,Food and Beverage Services,Consumer Services
powerbi_184,Marks and Spencer,retail,food and beverage services,consumer services
powerbi_185,Gulf Agency Company (GAC),shipping and logistics,"logistics, marine services, freight forwarding","transportation, logistics, supply chain and storage"
powerbi_186,BD,hospitals and health care,business consulting and services,"technology, information and internet"
powerbi_187,Organization for Economic Co-operation and Development (OECD),business consulting and services,government,non-profit organizations
powerbi_188,SEGES Innovation,"technology, information and internet",business consulting and services,non-profit organizations
powerbi_189,Agromillora,agriculture,food and beverage services,industrial machinery manufacturing
powerbi_190,AG Insurance,insurance,financial services,financial
powerbi_191,Franklin Templeton,Financial Services,Asset Management,Investment
powerbi_192,Raiffeisen Bank International (RBI),Financial Services,Business Consulting and Services,"Technology, Information and Internet"
powerbi_193,Canvas Worldwide,advertising services,media production,financial services
powerbi_194,Repsol,energy,oil_and_gas,petroleum_refining
powerbi_195,HELLENiQ ENERGY,energy,oil_and_gas,petroleum
powerbi_196,NTT Ltd.,it services and it consulting,information technology & services,"technology, information and internet"
powerbi_197,Cambridgeshire and Peterborough NHS Foundation Trust,hospitals and health care,"technology, information and internet",information technology & services
powerbi_198,Children's Mercy Kansas City Research Institute,hospitals and health care,"technology, information and internet",medical practices
powerbi_199,Nagarro,IT Services and IT Consulting,Software Development,"Technology, Information and Internet"
powerbi_200,Logisfashion,retail apparel and fashion,"logistics, supply chain and storage",textile
powerbi_201,Ingeus,business consulting and services,human resources services,non-profit organizations
powerbi_202,Seguros SURA Latinoamérica (Suramericana S.A.),insurance,financial services,human resources services
powerbi_203,ZF Group,industrial machinery manufacturing,mobility and technology company,automotive
powerbi_204,Canal & River Trust,non-profit organizations,waterways and surrounding areas,charity
powerbi_205,Kurita Water Industries,water treatment,chemicals,industrial cleaning
powerbi_206,IFCO SYSTEMS GmbH,food and beverage services,"technology, information and internet","transportation, logistics, supply chain and storage"
powerbi_207,Bayer,healthcare,life science,nutrition
powerbi_208,Rabobank,Financial Services,Banking,Financial Institution
powerbi_209,New York City Department of Education,education administration programs,it services and it consulting,non-profit organizations
powerbi_210,BioMar,Aquaculture,Food and Beverage Services,Environmental Services
powerbi_211,VELUX,construction,software development,manufacturing
powerbi_212,Deutsche Bahn,transportation,logistics,infrastructure
powerbi_213,ZS Associates,business consulting and services,it services and it consulting,hospitals and health care
powerbi_214,"Hochschule Düsseldorf, University of Applied Sciences",Education,IT Services and IT Consulting,Higher Education
powerbi_215,Taoyuan City,IT Services,Government,Public Administration
powerbi_216,bp,energy,petroleum,oil_and_gas
powerbi_217,Greenreb AG,"Technology, Information, and Internet",Business Services,Entertainment
powerbi_218,Rolls-Royce,Aerospace,Defence,Electrical and Power Systems
powerbi_219,Canadian Tire Corporation,retail,business consulting and services,consumer services
powerbi_220,System Cleaners,Food and Beverage Services,Manufacturing,Industrial Machinery Manufacturing
powerbi_221,SSP Group,IT Services and IT Consulting,Construction,Food and Beverage Services
powerbi_222,SLB,Energy,IT Services,Technology
powerbi_223,Mead Johnson Nutrition Company,Healthcare,Food Processing,Baby Formula
powerbi_224,ATR Asset Management Group (ATRAM),financial services,software development,"technology, information and internet"
powerbi_225,Shueisha,Publishing,Media,Content Creation
powerbi_226,Kurita Water Industries,water treatment,environmental services,chemicals
powerbi_227,Tourism Malaysia,Travel and Tourism,Government Agency,IT Services
powerbi_228,Pos Aviation,airline,"transportation, logistics, supply chain and storage",business consulting and services
powerbi_229,Waverton Investment Management,financial services,business consulting and services,"technology, information and internet"
powerbi_230,Dr. Pfleger Arzneimittel GmbH,pharmaceuticals,medical products,healthcare
powerbi_231,Rabobank,financial services,banking,technology
powerbi_232,Bayer,hospitals and health care,"technology, information and internet",life sciences
powerbi_233,SWICA,hospitals and health care,insurance,financial services
powerbi_234,Accuride GmbH,Industrial Machinery Manufacturing,Transportation and Logistics,Manufacturing
powerbi_235,Kambukka,Retail,Consumer Services,Food and Beverage Manufacturing
powerbi_236,Microsoft,"Technology, Information, and Internet",Software Development,It Services and IT Consulting
powerbi_237,relayr GmbH,Industrial Internet of Things (IIoT),IT Services and IT Consulting,Software Development
powerbi_238,Honda Performance Development Inc.,Motor Vehicle Manufacturing,Information Technology & Services,Business Consulting and Services
powerbi_239,Balfour Beatty,construction,infrastructure,building
powerbi_240,Relias,hospitals and health care,"technology, information and internet",business consulting and services
powerbi_241,T-Mobile,telecommunications,"technology, information and internet",it services and it consulting
powerbi_242,Kuwait Integrated Petroleum Industries (KIPIC),oil and gas,petrochemicals,natural gas
powerbi_243,Zurich,insurance,financial services,financial
powerbi_244,Isabel Group,financial services,"technology, information and internet",software development
powerbi_245,South London Partnership,it services and it consulting,"technology, information and internet",business consulting and services
powerbi_246,Sutherland,IT Services and IT Consulting,Business Consulting and Services,Digital Transformation
powerbi_247,Orange County Superior Court (OCSC),Government,Public Administration,Justice
powerbi_248,Conagra Brands,food,packaged goods,consumer goods
powerbi_249,SML-IT,IT Services,Public Sector,Government
powerbi_250,Aga Khan University (AKU),non-profit organizations,hospitals and health care,education administration programs
powerbi_251,Colas Group,construction,it services and it consulting,business consulting and services
powerbi_252,ECHT Gastro Partner GmbH,Hospitality,Food and Beverage Services,Restaurant
powerbi_253,Delhaize Serbia,Retail,Other,Technology
powerbi_254,NTT TechnoCross Corporation,it services and it consulting,"technology, information and internet",information technology & services
powerbi_255,Atea,IT Services and IT Consulting,"Technology, Information and Internet",Information Technology & Services
powerbi_256,L'Oreal,Cosmetics,Beauty,Personal Care
powerbi_257,Sasuchan Development Corporation,Business Consulting and Services,Construction,"Technology, Information and Internet"
powerbi_258,Walmart,Retail,Financial Services,Consumer Goods
powerbi_259,CEC Bank,financial services,banking,technology
powerbi_260,Grupo Bimbo,food,retail,manufacturing
powerbi_261,Techint E&C,construction,oil and gas,engineering
powerbi_262,East London NHS Foundation Trust (ELFT),Hospitals and Health Care,"Technology, Information and Internet",Business Consulting and Services
powerbi_263,Michael Weinig AG,"technology, information and internet",industrial machinery manufacturing,business consulting and services
powerbi_264,Rx.Health,Hospitals and Healthcare,IT Services and IT Consulting,Software Development
powerbi_265,Spy Alarms,Electronics,Security Systems,Technology
powerbi_266,North Caspian Operating Company (NCOC),oil and gas,energy,petroleum
powerbi_267,PGESCO,Engineering,Construction,IT Services
powerbi_268,IGEL Technology GmbH,IT,Software Development,Technology
powerbi_269,Bayernwerk Netz GmbH,Energy,Utilities,Construction
powerbi_270,Aditya Birla Capital Limited (ABCL),financial services,other,information technology
powerbi_271,Porsche Holding Salzburg,Automotive,Retail,Wholesale
powerbi_272,Prince William County Public Schools,education,it services and it consulting,government
powerbi_273,P97 Networks,"Technology, Information and Internet",Software Development,Financial Services
powerbi_274,Dow,materials science,packaging,infrastructure
powerbi_275,Amref Health Africa,non-profit organizations,hospitals and health care,"technology, information and internet"
powerbi_276,Kajima Corporation,construction,business consulting and services,information technology & services
powerbi_277,"Mitsui & Co., Ltd",Business Consulting and Services,Industrial Machinery Manufacturing,Information Technology & Services
powerbi_278,Labor Inspectorate of the Republic of Slovenia (IRSD),government,public administration,non-profit
powerbi_279,SES,"technology, information and internet",it services and it consulting,software development
powerbi_280,Lenskart,Retail,"Technology, Information and Internet",Business Consulting and Services
powerbi_281,Asahi Kasei Group,chemical manufacturing,material production,healthcare
powerbi_282,Leonard Cheshire,non-profit organizations,human services,charity
powerbi_283,Americana Group,Food and Beverage Services,Retail,Restaurants
powerbi_284,"CDG, Inc.",engineering,consulting,development services
powerbi_285,Peace Parks Foundation,non-profit organizations,environmental services,"technology, information and internet"
powerbi_286,Blåkläder,retail,manufacturing,clothing and accessories
powerbi_287,The Co-op,Retail,Food Retailer,Cooperative
powerbi_288,GWC,logistics,transportation,supply chain
powerbi_289,Al Tannan,retail,other,business consulting and services
powerbi_290,Oslo Agency for Health,healthcare,government,information technology
powerbi_291,University of Surrey,higher education,education administration programs,"technology, information and internet"
powerbi_292,RapidDeploy,public safety,software development,"technology, information and internet"
powerbi_293,University of North Carolina at Greensboro,Higher Education,IT Services and IT Consulting,Education Administration Programs
powerbi_294,Dah Chong Hong,Trading and Distribution,Motor Vehicle Manufacturing,Consumer Services
powerbi_295,Ultimation Industries,manufacturing,"technology, information and internet",industrial machinery manufacturing
powerbi_296,Bahrain Public Transport Company (BPTC),Public Transportation,Transportation,Logistics
powerbi_297,VavaCars,software development,financial services,"technology, information and internet"
powerbi_298,Chevron,oil and gas,energy services,industrial machinery manufacturing
powerbi_299,ΟΛΜΟΣ ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ (ELLENIC PETROLEUM COMPANY),Energy,Oil and Gas,Construction
powerbi_300,HELLENIC PETROLEUM Group,energy,petroleum,oil and gas
powerbi_301,GN Audio,"Technology, Information and Internet",Software Development,IT Services and IT Consulting
powerbi_302,Cooler Screens,Retail,Technology,Software Development
powerbi_303,McLaren Automotive,Motor vehicle manufacturing,"Technology, Information and Internet",Manufacturing
powerbi_304,Avans Applied Science University,Education,Technology,Other
powerbi_305,"Kyowa Kirin Co., Ltd.",Hospitals and Health Care,Pharmaceuticals,Medical Practices
powerbi_306,Azersun Holding,food production,retail,farming
powerbi_307,ESPN,Sports,Media,Entertainment
powerbi_308,Plock,Automotive,Manufacturing,Supply Chain
powerbi_309,Magicrete Building Solutions,construction,manufacturing,building solutions
powerbi_310,Luzerner Kantonsspital (LUKS),hospitals and health care,"technology, information and internet",
powerbi_311,Sanitas,hospitals and health care,wellness and fitness services,"technology, information and internet"
powerbi_312,Falck,hospitals and health care,"technology, information and internet",business consulting and services
powerbi_313,CumulusPro,it services and it consulting,business consulting and services,software development
powerbi_314,3M,industrial,manufacturing,technology
powerbi_315,VUS (Vietnam USA Society English Training Services Center),education,it_services_and_it_consulting,business_services
powerbi_316,LBC Tank Terminals,"transportation, logistics, supply chain and storage",petrochemicals,energy
powerbi_317,Anheuser-Busch InBev,business consulting and services,financial services,software development
powerbi_318,Luminous Power Technologies,Power Backup,Battery,Home Electrical
powerbi_319,Wolverine Worldwide,retail,apparel,footwear
powerbi_320,Green Kite,Real Estate,Business Consulting and Services,Professional Inventory
powerbi_321,Piramal Capital & Housing Finance Limited,financial services,housing finance,retail lending
powerbi_322,Spairliners GmbH,maintenance and repair work,aerospace industry,industrial equipment maintenance
powerbi_323,Wellness Forever Medicare Limited,Retail,Healthcare,Pharmaceutical
powerbi_324,Barnardo's,Non-profit,Social Services,Healthcare
powerbi_325,Zurich Insurance Group,financial services,insurance,business consulting and services
powerbi_326,Parloa,Technology,Software Development,Business Consulting and Services
powerbi_327,Zeti,transportation,logistics,software development
powerbi_328,Bausparkasse Schwäbisch Hall,financial services,construction,financial
powerbi_329,RBL Bank,financial services,banking,corporate banking
powerbi_330,SURF,it services and it consulting,education administration programs,higher education
powerbi_331,Terawe,it services and it consulting,business consulting and services,"technology, information and internet"
powerbi_332,DOMCURA,insurance,it services and it consulting,business consulting and services
powerbi_333,Climate for Life,construction,energy and utilities,manufacturing
powerbi_334,Conduent,Business Process Services,IT Services and IT Consulting,"Technology, Information and Internet"
powerbi_335,Kitchen Brains,Food Service,Software Development,Technology
powerbi_336,RBL Bank,financial services,software development,"technology, information and internet"
powerbi_337,Slovenské elektrárne (SEAS),Energy,Utilities,Technology
powerbi_338,Support Black Charities (SBC),Non-profit organizations,"Technology, Information and Internet",Information Technology & Services
powerbi_339,VITAS Healthcare,hospitals and health care,"technology, information and internet",business consulting and services
powerbi_340,Equinor,oil and gas,energy,petroleum
powerbi_341,Campari Group,Software development,Food and beverage services,Hospitality
powerbi_342,The Hanover Insurance Group,Financial Services,Insurance,Technology
powerbi_343,NOVA Chemicals,chemicals,plastics manufacturing,industrial materials
powerbi_344,Finastra,financial services,software development,business consulting and services
powerbi_345,PKP Energetyka,"technology, information and internet",energy and utilities,infrastructure
powerbi_346,Derbyshire Constabulary,Public Administration,Law Enforcement,Government Agency
powerbi_347,LaLiga,Sports,Entertainment,Technology
powerbi_348,Swiss Reinsurance Company Ltd,Financial Services,Insurance,Business Consulting and Services
powerbi_349,Ferring Pharmaceuticals,hospitals and health care,pharmaceuticals,"technology, information and internet"
powerbi_350,Emirates Group,airline,travel services,aviation
powerbi_351,Grupo Bimbo,Food and Beverage Services,Manufacturing,Retail
powerbi_352,Aquashield Europe,water_purification,environmental_services,technology
powerbi_353,Ardent Mills,Food Processing,Manufacturing,Agri-business
powerbi_354,Vodafone,Telecommunications,IT Services,"Technology, Information and Internet"
powerbi_355,Dinçer Lojistik,"transportation, logistics, supply chain and storage",business consulting and services,industrial machinery manufacturing
powerbi_356,ZF,manufacturing,software development,technology
powerbi_357,Catholic District School Board of Eastern Ontario,education,non-profit,government
powerbi_358,American Tire Distributors,Retail,Logistics,Manufacturing
powerbi_359,"MV Transportation, Inc.",transportation,logistics,passenger transportation
powerbi_360,Carbery Group,Food and Beverage Services,Manufacturing,Food Manufacturing
powerbi_361,Taylor Wimpey,construction,real estate,business consulting and services
powerbi_362,Ottobock,hospitals and health care,"technology, information and internet",manufacturing
powerbi_363,Ortec Finance,Financial Services,Software Development,"Technology, Information and Internet"
powerbi_364,Chevron Corporation,Oil and Gas,Energy,Chemical
powerbi_365,The Real Green Food Co.,Food and Beverage,Manufacturing,Wholesale
powerbi_366,Facq,construction,business consulting and services,professional training and coaching
powerbi_367,Techem Energy Services,Real Estate,Construction,IT Services and IT Consulting
powerbi_368,VillageMD,hospitals and health care,business consulting and services,"technology, information and internet"
powerbi_369,PwC,Accounting,Business Consulting and Services,Financial Services
powerbi_370,Jardine Engineering Corporation (JEC),engineering,construction,it services and it consulting
powerbi_371,Ontic,aerospace,engineering,manufacturing
powerbi_372,Seven Bank,Financial Services,"Technology, Information, and Internet",Banking
powerbi_373,Bolloré Transport & Logistics,"transportation, logistics, supply chain and storage",business consulting and services,information technology & services
powerbi_374,Ahold Delhaize,retail,food and beverage services,business consulting and services
powerbi_375,Sunweb Group,Travel,Technology,Software Development
powerbi_376,Bosch,Industrial,Manufacturing,IT Services
powerbi_377,Atos,IT Services and IT Consulting,Digital Transformation,"Technology, Information and Internet"
powerbi_378,Meratus,integrated maritime and logistics,logistics,maritime
powerbi_379,Mukuru Group of Companies,Financial Services,"Technology, Information and Internet",Next Gen Financial Services Platform
powerbi_380,Chedid Capital,financial services,insurance,reinsurance
powerbi_381,Advertising Specialty Institute (ASI),advertising services,business consulting and services,"technology, information and internet"
powerbi_382,Best-Hall Oy,logistics,warehousing,production-related industries
powerbi_383,Dextra,construction,industrial infrastructure and development supply,manufacturing
powerbi_384,EAM GmbH & Co. KG,Energy,Utilities,Other
powerbi_385,Arm Ltd.,Software Development,"Technology, Information and Internet",IT Services and IT Consulting
powerbi_386,"Ministry of Economy, Trade and Industry (METI)",business consulting and services,government,non-profit organizations
powerbi_387,DP World,"Transportation, Logistics, Supply Chain and Storage",Manufacturing,Wholesale
powerbi_388,PayPal,Financial Services,"Technology, Information and Internet",Business Consulting and Services
powerbi_389,Call2Recycle,Non-profit organizations,Environmental services,"Technology, information and internet"
powerbi_390,MultiChoice,entertainment,"technology, information and internet",information technology & services
powerbi_391,Ferrovie dello Stato Italiane,construction,"transportation, logistics, supply chain and storage",information technology & services
powerbi_392,Indus Towers Limited,Telecommunications,Information Technology,Infrastructure
powerbi_393,Phihong,"appliances, electrical, and electronics manufacturing",energy solutions,electronic vehicle charger manufacturer
powerbi_394,Surrey and Borders Partnership,hospitals and health care,it services and it consulting,"technology, information and internet"
powerbi_395,Grupo Bimbo,Food and Beverage,Manufacturing,Retail
powerbi_396,Jumbo,Retail,Food and Beverage Services,Wholesale
powerbi_397,Wichita Public Schools,education administration programs,it services and it consulting,"technology, information and internet"
powerbi_398,Axpo,Energy and Utilities,Construction,Information Technology
powerbi_399,"ChemTreat, Inc.",water treatment,chemical processing,supply chain management
powerbi_400,Landesbund für Vogelschutz in Bayern e. V.,non-profit organizations,environmental services,nature conservation
powerbi_401,National Council of State Boards of Nursing (NCSBN),hospitals and health care,"technology, information and internet",non-profit organizations
powerbi_402,Millennium bcp,financial services,"technology, information and internet",business consulting and services
powerbi_403,Centrica,Energy,Utilities,Financial Services
powerbi_404,Bahia Principe Hotels & Resorts,hospitality,tourism,travel
powerbi_405,Universidad Latina de Costa Rica,Higher Education,Education Administration Programs,"Technology, Information and Internet"
powerbi_406,Nivy Watch,Software Development,"Technology, Information and Internet",Industrial Machinery Manufacturing
powerbi_407,AdInte,Advertising Services,Retail,"Technology, Information and Internet"
powerbi_408,Cricuru.com,"Technology, Information and Internet",Software Development,Education Administration Programs
powerbi_409,Swiggy,Food and Beverage Services,"Technology, Information and Internet",Software Development
powerbi_410,EY,Professional services,Business consulting and services,Financial services
powerbi_411,SSI Securities Corporation,financial services,consumer brokerage firm,investment
powerbi_412,Hendrick Motorsports,Motor Vehicle Manufacturing,Spectator Sports,"Transportation, Logistics, Supply Chain and Storage"
powerbi_413,fairlife,Food and Beverage,Dairy,Manufacturing
powerbi_414,Anima Mentis,Hospitals and Health Care,Wellness and Fitness Services,Medical Practices
powerbi_415,Valmont Coatings,hot dip galvanizing,protective metal coatings,manufacturing
powerbi_416,Westinghouse Electric Company,"Technology, Information and Internet",Energy,Industrial Machinery Manufacturing
powerbi_417,Organica Water,water treatment,environmental services,construction
powerbi_418,GetGo,Retail,Food-First Convenience Store Chain,Technology
powerbi_419,Design Offices,real estate,business services,construction
powerbi_420,St. Luke's University Health Network,hospitals and health care,"technology, information and internet",
powerbi_421,IDS Borjomi Ukraine,Business Consulting and Services,Food and Beverage Services,Manufacturing
powerbi_422,Tandemploy,"Technology, Information and Internet",Software Development,Business Consulting and Services
powerbi_423,Komatsu Industries,industrial machinery manufacturing,construction,machinery manufacturing
powerbi_424,Mitie,it services and it consulting,facilities services,business consulting and services
powerbi_425,Schleich GmbH,IT Services and IT Consulting,Manufacturing,Retail
powerbi_426,T-Mobile,Wireless Carrier,Technology,Telecommunications
powerbi_427,Kantar Group,Business Consulting and Services,Data and Insights,Entertainment
powerbi_428,Action Apps,sports,software development,technology
powerbi_429,Microsoft,IT Services and IT Consulting,Software Development,"Technology, Information and Internet"
