story_id,company_name,company_org,industry_1,industry_2,industry_3,industry_4
powerbi_87,syracuse university,syracuse university school of information studies,higher education,information technology,software development,Education
powerbi_88,eckes-granini,eckes-granini group gmbh,food and beverage,consumer goods ,manufacturing,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_89,home trust company,home trust co.,financial services,financial institutions,banking,Financial And Insurance Activities
powerbi_90,reva university,reva university,education,higher education,"technology, information and internet",Education
powerbi_91,ctt - correios de portugal,ctt - correios de portugal,it services and it consulting,business intelligence,financial services,"Professional, Scientific and Technical Activities"
powerbi_92,dixie electric membership co.,dixie electric membership company,electric cooperative,energy services,power utility,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_93,dtek holdings,dtek,energy,utilities,industry,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_94,somany impresa group (hindware),somany impresa group,building products,packaging products,retail business,MANUFACTURING
powerbi_95,techspace,techspace,business consulting and services,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
powerbi_96,the kraft heinz company,the kraft heinz company,food and beverage services,consumer goods,manufacturing,Accommodation and Food Service Activities
powerbi_97,nestle,nestlé,food and beverage services,consumer goods,retail,Accommodation and Food Service Activities
powerbi_98,axa,axa,financial services,healthcare,insurance,Financial And Insurance Activities
powerbi_99,epiroc,epiroc,construction,manufacturing,mining and construction,Construction
powerbi_100,"proterial, ltd.","proterial, ltd.",it services and it consulting,construction,information technology & services,"Professional, Scientific and Technical Activities"
powerbi_101,brabant water,brabant water,utilities,water utility,public services,MANUFACTURING
powerbi_102,memoq,memoq,software development,business consulting and services,information technology & services,Information And Communication
powerbi_103,abn amro bank,abn amro bank,financial services,banking,financial institution,Financial And Insurance Activities
powerbi_104,provincial health services authority (phsa),provincial health services authority,healthcare,non-profit organization,government,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
powerbi_105,générale pour l’enfant,générale pour l’enfant,retail,fashion,consumer goods,Wholesale And Retail Trade
powerbi_106,sa power networks,sa power networks,utilities,energy,infrastructure,MANUFACTURING
powerbi_107,herbelin,herbelin,watchmaking,jewelry,luxury goods,Manufacturing
powerbi_108,dialog information technology,dialog information technology,it services and it consulting,software development,business consulting and services,"Professional, Scientific and Technical Activities"
powerbi_109,mcs group,mcs group,engineering,energy,communication,"Professional, Scientific and Technical Activities"
powerbi_110,jacobs solutions inc.,jacobs solutions,construction,business consulting and services,information technology & services,Construction
powerbi_111,universiti malaysia sabah (ums),universiti malaysia sabah (ums),education,higher education,technology,Education
powerbi_112,ascorp,ascorp,green energy,construction,technology,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_113,forval,forval corporation,it services and it consulting,business consulting and services,management consulting,"Professional, Scientific and Technical Activities"
powerbi_114,laliga,laliga,spectator sports,"technology, information and internet",information technology & services,"Arts, Entertainment and Recreation"
powerbi_115,kantar,kantar,business consulting and services,data insights and consulting,market research,"Professional, Scientific and Technical Activities"
powerbi_116,edp,edp,energy,technology,utilities,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_117,politecnico di milano,politecnico di milano,education,research,engineering,Education
powerbi_118,university of south florida (usf),university of south florida,education,higher education,"technology, information and internet",Education
powerbi_119,zurich insurance group,zurich insurance group,financial services,insurance,"technology, information and internet",Financial And Insurance Activities
powerbi_120,washington metropolitan area transit authority (wmata),washington metro area transit authority,it services and it consulting,construction,transportation,"Professional, Scientific and Technical Activities"
powerbi_121,saudi airlines catering company,saudi airlines catering company,hospitality,food and beverage services,travel arrangements,Administrative and Support Service Activities
powerbi_122,docuware,docuware,software development,business intelligence,document management,Information And Communication
powerbi_123,ridgelinez,ridgelinez株式会社 (ridgelinez limited),it services and it consulting,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_124,ukrenergo,ukrenergo,energy,utilities,power,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_125,statistical office of republic of serbia,statistical office of republic of serbia,government,public services,data analysis,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_126,coopersurgical,coopersurgical,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
powerbi_127,clinchoice,clinchoice,life sciences,healthcare,pharmaceutical,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
powerbi_128,amrest,amrest,food and beverage services,hospitality,retail,Accommodation and Food Service Activities
powerbi_129,wateraid,wateraid,non-profit organizations,"technology, information and internet",human services,Administrative and Support Service Activities
powerbi_130,natuzzi,natuzzi,furniture,retail,interior design,MANUFACTURING
powerbi_131,celli group,celli group,food and beverage services,business consulting and services,manufacturing,Accommodation and Food Service Activities
powerbi_132,pwn,pwn,water utility,utilities,infrastructure,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
powerbi_133,sandvik coromant,sandvik coromant,manufacturing,metal working,tools and machinery,Manufacturing
powerbi_134,chop cheong bee,chop cheong bee,agriculture,poultry farming,food and beverage services,"AGRICULTURE, FORESTRY AND FISHING"
powerbi_135,majid al futtaim,majid al futtaim,retail,real estate,business consulting and services,Wholesale And Retail Trade
powerbi_136,bodibasixs,bodibasixs,personal care,beauty products,manufacturing,Wholesale And Retail Trade
powerbi_137,los angeles county public defender's office,los angeles county public defender’s office,legal services,government,non-profit organization,"Professional, Scientific and Technical Activities"
powerbi_138,stopwatch,stopwatch,software development,business consulting and services,"technology, information and internet",Information And Communication
powerbi_139,coşkunöz metal form,coşkunöz metal form,automotive,manufacturing,production,WHOLESALE AND RETAIL TRADE
powerbi_140,morgan sindall property services,morgan sindall property services,construction,real estate,facilities services,Construction
powerbi_141,natuzzi,natuzzi,furniture,home goods,luxury goods,MANUFACTURING
powerbi_142,dentsu,dentsu,advertising services,marketing and advertising network,business consulting and services,"Professional, Scientific and Technical Activities"
powerbi_143,breville,breville,"appliances, electrical, and electronics manufacturing",food and beverage services,consumer services,Manufacturing
powerbi_144,bwt alpine f1 team,bwt alpine f1 team®,formula 1 racing,automotive,sports,MANUFACTURING
powerbi_145,health first,health first,hospitals and health care,"technology, information and internet",non-profit organizations,Human Health And Social Work Activities
powerbi_146,erm,erm,business consulting and services,"technology, information and internet",sustainability consultancy,"Professional, Scientific and Technical Activities"
powerbi_147,houston fire department,city of houston fire department,hospitals and health care,"technology, information and internet",public safety,Human Health And Social Work Activities
powerbi_148,bedrosians tile & stone,bedrosians tile & stone,construction,it services and it consulting,business consulting and services,Construction
powerbi_149,halwani brothers company,halwani brothers egypt,food and beverage services,food manufacturing,business consulting and services,Accommodation and Food Service Activities
powerbi_150,unilever,unilever,consumer goods,food and beverage,household products,WHOLESALE AND RETAIL TRADE
powerbi_151,hsbc commercial bank,hsbc,financial services,banking,international commercial bank,Financial And Insurance Activities
powerbi_152,kent outdoors,kent outdoors,outdoor equipment,wholesale,retail,Wholesale And Retail Trade
powerbi_153,goals101,goals101,financial services,"technology, information and internet",business consulting and services,Financial And Insurance Activities
powerbi_154,ahold delhaize,ahold delhaize,retail,food retail,consumer goods,Wholesale And Retail Trade
powerbi_155,the contingent,the contingent,non-profit,social services,human services,Administrative and Support Service Activities
powerbi_156,lisbon and vale do tejo regional health administration,portugal ministry of health,hospitals and health care,"technology, information and internet",information technology & services,Human Health And Social Work Activities
powerbi_157,dr. august oetker nahrungsmittel kg,dr. august oetker nahrungsmittel kg,food,beverages,consumer goods,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_158,broward college,broward college,higher education,education administration programs,"technology, information and internet",Education
powerbi_159,société du canal de provence,société canal de provence,construction,water management,engineering,Construction
powerbi_160,cai,cai,construction,it services and it consulting,business consulting and services,Construction
powerbi_161,edgewell personal care,edgewell personal care,consumer goods,personal care,healthcare,WHOLESALE AND RETAIL TRADE
powerbi_162,bartek ingredients,bartek ingredients,food and beverage services,manufacturing,chemical products,Accommodation and Food Service Activities
powerbi_163,github,github,software development,"technology, information and internet",information technology & services,Information And Communication
powerbi_164,doukas school,doukas school,education administration programs,"technology, information and internet",higher education,Education
powerbi_165,nagel-group,nagel-group,logistics,food logistics,transportation,TRANSPORTATION AND STORAGE
powerbi_166,co-op group,co-op group,retail,food sellers,funeral services,Wholesale And Retail Trade
powerbi_167,new jersey department of community affairs (njdca),new jersey department of community affairs,government,public administration,non-profit,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_168,emrill services,emrill services,facilities management,construction,services,Accommodation and Food Service Activities
powerbi_169,manor ag,manor ag,retail,business services,technology,Wholesale And Retail Trade
powerbi_170,municipality of alkmaar,municipality alkmaar,government,public sector,local government,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_171,"yusen logistics (china) co., ltd.","yusen logistics (china) co., ltd.",transportation,logistics,supply chain and storage,Transportation and Storage
powerbi_172,welocalize,welocalize,it services and it consulting,business consulting and services,language service provider,"Professional, Scientific and Technical Activities"
powerbi_173,versar,versar inc.,engineering,construction,environmental services,"Professional, Scientific and Technical Activities"
powerbi_174,first nations health authority,first nations health authority,hospitals and health care,"technology, information and internet",non-profit organizations,Human Health And Social Work Activities
powerbi_175,microsoft,microsoft corporation,"technology, information and internet",it services and it consulting,business consulting and services,Information And Communication
powerbi_176,dr. august oetker nahrungsmittel kg,dr. august oetker nahrungsmittel kg,food and beverage services,business consulting and services,manufacturing,Accommodation and Food Service Activities
powerbi_177,santeon,santeon,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
powerbi_178,hush puppies,hush puppies,retail,footwear,consumer services,Wholesale And Retail Trade
powerbi_179,logisfashion,logisfashion,retail,textile,fashion,Wholesale And Retail Trade
powerbi_180,st. luke's university health network,st. luke's university health network,hospitals and health care,non-profit organizations,medical practices,Human Health And Social Work Activities
powerbi_181,washington state department of natural resources (dnr),washington state department of natural resources,government,environmental services,public administration,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_182,real madrid football club,real madrid c.f.,sports,entertainment,spectator sports,"Arts, Entertainment and Recreation"
powerbi_183,profi,profi,retail,food and beverage services,consumer services,Wholesale And Retail Trade
powerbi_184,marks and spencer,marks & spencer,retail,food and beverage services,consumer services,Wholesale And Retail Trade
powerbi_185,gulf agency company (gac),gulf agency company,shipping and logistics,"logistics, marine services, freight forwarding","transportation, logistics, supply chain and storage",Transportation and Storage
powerbi_186,bd,becton dickinson,hospitals and health care,business consulting and services,"technology, information and internet",Human Health And Social Work Activities
powerbi_187,organization for economic co-operation and development (oecd),oecd,business consulting and services,government,non-profit organizations,"Professional, Scientific and Technical Activities"
powerbi_188,seges innovation,seges innovation,"technology, information and internet",business consulting and services,non-profit organizations,Information And Communication
powerbi_189,agromillora,agromillora,agriculture,food and beverage services,industrial machinery manufacturing,"AGRICULTURE, FORESTRY AND FISHING"
powerbi_190,ag insurance,ag insurance,insurance,financial services,financial,Financial And Insurance Activities
powerbi_191,franklin templeton,franklin templeton,financial services,asset management,investment,Financial And Insurance Activities
powerbi_192,raiffeisen bank international (rbi),raiffeisen bank serbia,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
powerbi_193,canvas worldwide,canvas worldwide,advertising services,media production,financial services,"Professional, Scientific and Technical Activities"
powerbi_194,repsol,repsol,energy,oil_and_gas,petroleum_refining,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_195,helleniq energy,helleniq energy group of companies,energy,oil_and_gas,petroleum,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_196,ntt ltd.,ntt ltd,it services and it consulting,information technology & services,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_197,cambridgeshire and peterborough nhs foundation trust,cambridgeshire and peterborough nhs foundation trust,hospitals and health care,"technology, information and internet",information technology & services,Human Health And Social Work Activities
powerbi_198,children's mercy kansas city research institute,the children’s mercy research institute,hospitals and health care,"technology, information and internet",medical practices,Human Health And Social Work Activities
powerbi_199,nagarro,nagarro,it services and it consulting,software development,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_200,logisfashion,logisfashion,retail apparel and fashion,"logistics, supply chain and storage",textile,Wholesale and Retail Trade
powerbi_201,ingeus,ingeus,business consulting and services,human resources services,non-profit organizations,"Professional, Scientific and Technical Activities"
powerbi_202,seguros sura latinoamérica (suramericana s.a.),suramericana s.a.,insurance,financial services,human resources services,Financial And Insurance Activities
powerbi_203,zf group,zf group,industrial machinery manufacturing,mobility and technology company,automotive,Manufacturing
powerbi_204,canal & river trust,canal & river trust,non-profit organizations,waterways and surrounding areas,charity,Administrative and Support Service Activities
powerbi_205,kurita water industries,kurita water industries ltd.,water treatment,chemicals,industrial cleaning,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
powerbi_206,ifco systems gmbh,ifco systems gmbh,food and beverage services,"technology, information and internet","transportation, logistics, supply chain and storage",Accommodation and Food Service Activities
powerbi_207,bayer,bayer,healthcare,life science,nutrition,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
powerbi_208,rabobank,rabobank,financial services,banking,financial institution,Financial And Insurance Activities
powerbi_209,new york city department of education,new york city department of education,education administration programs,it services and it consulting,non-profit organizations,Education
powerbi_210,biomar,biomar,aquaculture,food and beverage services,environmental services,"AGRICULTURE, FORESTRY AND FISHING"
powerbi_211,velux,velux,construction,software development,manufacturing,Construction
powerbi_212,deutsche bahn,deutsche bahn,transportation,logistics,infrastructure,Transportation and Storage
powerbi_213,zs associates,zs associates,business consulting and services,it services and it consulting,hospitals and health care,"Professional, Scientific and Technical Activities"
powerbi_214,"hochschule düsseldorf, university of applied sciences",hochschule düsseldorf,education,it services and it consulting,higher education,Education
powerbi_215,taoyuan city,taoyuan city government,it services,government,public administration,"Professional, Scientific and Technical Activities"
powerbi_216,bp,bp,energy,petroleum,oil_and_gas,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_217,greenreb ag,greenreb ag,"technology, information, and internet",business services,entertainment,Information And Communication
powerbi_218,rolls-royce,rolls royce,aerospace,defence,electrical and power systems,MANUFACTURING
powerbi_219,canadian tire corporation,canadian tire,retail,business consulting and services,consumer services,Wholesale And Retail Trade
powerbi_220,system cleaners,system cleaners,food and beverage services,manufacturing,industrial machinery manufacturing,Accommodation and Food Service Activities
powerbi_221,ssp group,ssp group,it services and it consulting,construction,food and beverage services,"Professional, Scientific and Technical Activities"
powerbi_222,slb,slb,energy,it services,technology,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_223,mead johnson nutrition company,mead johnson nutrition,healthcare,food processing,baby formula,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
powerbi_224,atr asset management group (atram),atram,financial services,software development,"technology, information and internet",Financial And Insurance Activities
powerbi_225,shueisha,shueisha inc.,publishing,media,content creation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
powerbi_226,kurita water industries,kurita water industries ltd.,water treatment,environmental services,chemicals,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
powerbi_227,tourism malaysia,tourism malaysia,travel and tourism,government agency,it services,Administrative and Support Service Activities
powerbi_228,pos aviation,pos aviation,airline,"transportation, logistics, supply chain and storage",business consulting and services,TRANSPORTATION AND STORAGE
powerbi_229,waverton investment management,waverton investment management,financial services,business consulting and services,"technology, information and internet",Financial And Insurance Activities
powerbi_230,dr. pfleger arzneimittel gmbh,dr. pfleger arzneimittel gmbh,pharmaceuticals,medical products,healthcare,Manufacturing
powerbi_231,rabobank,rabobank,financial services,banking,technology,Financial And Insurance Activities
powerbi_232,bayer,bayer ag,hospitals and health care,"technology, information and internet",life sciences,Human Health And Social Work Activities
powerbi_233,swica,swica,hospitals and health care,insurance,financial services,Human Health And Social Work Activities
powerbi_234,accuride gmbh,accuride gmbh,industrial machinery manufacturing,transportation and logistics,manufacturing,Manufacturing
powerbi_235,kambukka,kambukka,retail,consumer services,food and beverage manufacturing,Wholesale And Retail Trade
powerbi_236,microsoft,"new mexico’s special supplemental nutrition program for women, infants, and children (wic)","technology, information, and internet",software development,it services and it consulting,Information And Communication
powerbi_237,relayr gmbh,relayr gmbh,industrial internet of things (iiot),it services and it consulting,software development,Manufacturing
powerbi_238,honda performance development inc.,"honda performance development, inc.",motor vehicle manufacturing,information technology & services,business consulting and services,Manufacturing
powerbi_239,balfour beatty,balfour beatty,construction,infrastructure,building,Construction
powerbi_240,relias,relias,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
powerbi_241,t-mobile,t-mobile,telecommunications,"technology, information and internet",it services and it consulting,Information and Communication
powerbi_242,kuwait integrated petroleum industries (kipic),kuwait integrated petroleum industries company (kipic),oil and gas,petrochemicals,natural gas,"Electricity, Gas, Steam and Air Conditioning Supply"
powerbi_243,zurich,zurich insurance company ltd,insurance,financial services,financial,Financial And Insurance Activities
powerbi_244,isabel group,isabel group,financial services,"technology, information and internet",software development,Financial And Insurance Activities
powerbi_245,south london partnership,south london partnership,it services and it consulting,"technology, information and internet",business consulting and services,"Professional, Scientific and Technical Activities"
powerbi_246,sutherland,sutherland,it services and it consulting,business consulting and services,digital transformation,"Professional, Scientific and Technical Activities"
powerbi_247,orange county superior court (ocsc),orange county superior court,government,public administration,justice,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_248,conagra brands,conagra brands,food,packaged goods,consumer goods,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_249,sml-it,"the municipalities of sotenäs, munkedal and lysekil",it services,public sector,government,"Professional, Scientific and Technical Activities"
powerbi_250,aga khan university (aku),aga khan university,non-profit organizations,hospitals and health care,education administration programs,Administrative and Support Service Activities
powerbi_251,colas group,colas group,construction,it services and it consulting,business consulting and services,Construction
powerbi_252,echt gastro partner gmbh,echt gastro partner gmbh,hospitality,food and beverage services,restaurant,Administrative and Support Service Activities
powerbi_253,delhaize serbia,delhaize serbia,retail,other,technology,Wholesale And Retail Trade
powerbi_254,ntt technocross corporation,ntt technocross corporation,it services and it consulting,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
powerbi_255,atea,atea,it services and it consulting,"technology, information and internet",information technology & services,"Professional, Scientific and Technical Activities"
powerbi_256,l'oreal,l'oreal,cosmetics,beauty,personal care,Wholesale and Retail Trade
powerbi_257,sasuchan development corporation,sasuchan development corporation: takla lake limited partnership,business consulting and services,construction,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_258,walmart,walmart,retail,financial services,consumer goods,Wholesale And Retail Trade
powerbi_259,cec bank,cec bank,financial services,banking,technology,Financial And Insurance Activities
powerbi_260,grupo bimbo,grupo bimbo,food,retail,manufacturing,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_261,techint e&c,techint e&c,construction,oil and gas,engineering,Construction
powerbi_262,east london nhs foundation trust (elft),east london nhs foundation trust,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
powerbi_263,michael weinig ag,michael weinig ag,"technology, information and internet",industrial machinery manufacturing,business consulting and services,Information And Communication
powerbi_264,rx.health,rx.health,hospitals and healthcare,it services and it consulting,software development,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
powerbi_265,spy alarms,spy alarms,electronics,security systems,technology,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_266,north caspian operating company (ncoc),north caspian operating company,oil and gas,energy,petroleum,"Electricity, Gas, Steam and Air Conditioning Supply"
powerbi_267,pgesco,pgesco,engineering,construction,it services,"Professional, Scientific and Technical Activities"
powerbi_268,igel technology gmbh,igel technology gmbh,it,software development,technology,"Professional, Scientific and Technical Activities"
powerbi_269,bayernwerk netz gmbh,smapone ag,energy,utilities,construction,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_270,aditya birla capital limited (abcl),aditya birla capital,financial services,other,information technology,Financial And Insurance Activities
powerbi_271,porsche holding salzburg,porsche holding,automotive,retail,wholesale,WHOLESALE AND RETAIL TRADE
powerbi_272,prince william county public schools,prince william county public schools,education,it services and it consulting,government,Education
powerbi_273,p97 networks,p97 networks,"technology, information and internet",software development,financial services,Information And Communication
powerbi_274,dow,dow,materials science,packaging,infrastructure,Manufacturing
powerbi_275,amref health africa,amref,non-profit organizations,hospitals and health care,"technology, information and internet",Administrative and Support Service Activities
powerbi_276,kajima corporation,kajima corporation,construction,business consulting and services,information technology & services,Construction
powerbi_277,"mitsui & co., ltd","mitsui & co., ltd.",business consulting and services,industrial machinery manufacturing,information technology & services,"Professional, Scientific and Technical Activities"
powerbi_278,labor inspectorate of the republic of slovenia (irsd),labour inspectorate of the republic of slovenia (irsd),government,public administration,non-profit,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_279,ses,ses,"technology, information and internet",it services and it consulting,software development,Information And Communication
powerbi_280,lenskart,lenskart,retail,"technology, information and internet",business consulting and services,Wholesale And Retail Trade
powerbi_281,asahi kasei group,asahi kasei corporation,chemical manufacturing,material production,healthcare,MANUFACTURING
powerbi_282,leonard cheshire,leonard cheshire,non-profit organizations,human services,charity,Administrative and Support Service Activities
powerbi_283,americana group,restaurant division - americana group,food and beverage services,retail,restaurants,Accommodation and Food Service Activities
powerbi_284,"cdg, inc.","cdg, inc.",engineering,consulting,development services,"Professional, Scientific and Technical Activities"
powerbi_285,peace parks foundation,peace parks foundation,non-profit organizations,environmental services,"technology, information and internet",Administrative and Support Service Activities
powerbi_286,blåkläder,blaklader,retail,manufacturing,clothing and accessories,Wholesale And Retail Trade
powerbi_287,the co-op,the co-op,retail,food retailer,cooperative,Wholesale And Retail Trade
powerbi_288,gwc,gwc,logistics,transportation,supply chain,TRANSPORTATION AND STORAGE
powerbi_289,al tannan,al tannan,retail,other,business consulting and services,Wholesale And Retail Trade
powerbi_290,oslo agency for health,oslo agency for health,healthcare,government,information technology,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES
powerbi_291,university of surrey,university of surrey,higher education,education administration programs,"technology, information and internet",Education
powerbi_292,rapiddeploy,rapiddeploy,public safety,software development,"technology, information and internet",PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_293,university of north carolina at greensboro,university of north carolina at greensboro,higher education,it services and it consulting,education administration programs,Education
powerbi_294,dah chong hong,dah chong hong,trading and distribution,motor vehicle manufacturing,consumer services,Transportation and Storage
powerbi_295,ultimation industries,ultimation industries,manufacturing,"technology, information and internet",industrial machinery manufacturing,Manufacturing
powerbi_296,bahrain public transport company (bptc),bahrain public transport company,public transportation,transportation,logistics,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY
powerbi_297,vavacars,vavacars,software development,financial services,"technology, information and internet",Information And Communication
powerbi_298,chevron,chevron,oil and gas,energy services,industrial machinery manufacturing,"Electricity, Gas, Steam and Air Conditioning Supply"
powerbi_299,ολμος ελληνικα πετρελαια (ellenic petroleum company),hellenic petroleum group,energy,oil and gas,construction,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_300,hellenic petroleum group,hellenic petroleum group,energy,petroleum,oil and gas,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_301,gn audio,gn store nord a/s,"technology, information and internet",software development,it services and it consulting,Information And Communication
powerbi_302,cooler screens,cooler screens,retail,technology,software development,Wholesale And Retail Trade
powerbi_303,mclaren automotive,mclaren automotive,motor vehicle manufacturing,"technology, information and internet",manufacturing,Manufacturing
powerbi_304,avans applied science university,avans university of applied sciences,education,technology,other,Education
powerbi_305,"kyowa kirin co., ltd.","kyowa kirin co., ltd.",hospitals and health care,pharmaceuticals,medical practices,Human Health And Social Work Activities
powerbi_306,azersun holding,azersun holding,food production,retail,farming,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_307,espn,espn,sports,media,entertainment,"Arts, Entertainment and Recreation"
powerbi_308,plock,plock gmbh,automotive,manufacturing,supply chain,WHOLESALE AND RETAIL TRADE
powerbi_309,magicrete building solutions,magicrete building solutions pvt ltd.,construction,manufacturing,building solutions,Construction
powerbi_310,luzerner kantonsspital (luks),luzerner kantonsspital,hospitals and health care,"technology, information and internet",,Human Health And Social Work Activities
powerbi_311,sanitas,sanitas,hospitals and health care,wellness and fitness services,"technology, information and internet",Human Health And Social Work Activities
powerbi_312,falck,falck,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
powerbi_313,cumuluspro,cumuluspro,it services and it consulting,business consulting and services,software development,"Professional, Scientific and Technical Activities"
powerbi_314,3m,3m,industrial,manufacturing,technology,Manufacturing
powerbi_315,vus (vietnam usa society english training services center),vus (vietnam usa society english training services center),education,it_services_and_it_consulting,business_services,Education
powerbi_316,lbc tank terminals,lbc tank terminals,"transportation, logistics, supply chain and storage",petrochemicals,energy,Transportation and Storage
powerbi_317,anheuser-busch inbev,ab inbev,business consulting and services,financial services,software development,"Professional, Scientific and Technical Activities"
powerbi_318,luminous power technologies,luminous power technologies,power backup,battery,home electrical,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_319,wolverine worldwide,wolverine worldwide,retail,apparel,footwear,Wholesale And Retail Trade
powerbi_320,green kite,green kite property services ltd,real estate,business consulting and services,professional inventory,Real Estate Activities
powerbi_321,piramal capital & housing finance limited,piramal capital & housing finance limited,financial services,housing finance,retail lending,Financial And Insurance Activities
powerbi_322,spairliners gmbh,spairliners,maintenance and repair work,aerospace industry,industrial equipment maintenance,Manufacturing
powerbi_323,wellness forever medicare limited,wellness forever medicare limited,retail,healthcare,pharmaceutical,Wholesale And Retail Trade
powerbi_324,barnardo's,barnardo's,non-profit,social services,healthcare,Administrative and Support Service Activities
powerbi_325,zurich insurance group,zurich insurance group,financial services,insurance,business consulting and services,Financial And Insurance Activities
powerbi_326,parloa,parloa gmbh,technology,software development,business consulting and services,Information And Communication
powerbi_327,zeti,zeti,transportation,logistics,software development,Transportation and Storage
powerbi_328,bausparkasse schwäbisch hall,bausparkasse schwäbisch hall ag,financial services,construction,financial,Financial And Insurance Activities
powerbi_329,rbl bank,rbl bank,financial services,banking,corporate banking,Financial And Insurance Activities
powerbi_330,surf,surf,it services and it consulting,education administration programs,higher education,"Professional, Scientific and Technical Activities"
powerbi_331,terawe,yale school of medicine,it services and it consulting,business consulting and services,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_332,domcura,domcura ag,insurance,it services and it consulting,business consulting and services,Financial And Insurance Activities
powerbi_333,climate for life,climate for life,construction,energy and utilities,manufacturing,Construction
powerbi_334,conduent,conduent,business process services,it services and it consulting,"technology, information and internet","Professional, Scientific and Technical Activities"
powerbi_335,kitchen brains,kitchen brains,food service,software development,technology,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
powerbi_336,rbl bank,rbl bank,financial services,software development,"technology, information and internet",Financial And Insurance Activities
powerbi_337,slovenské elektrárne (seas),slovenské elektrárne,energy,utilities,technology,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
powerbi_338,support black charities (sbc),support black charities,non-profit organizations,"technology, information and internet",information technology & services,Administrative and Support Service Activities
powerbi_339,vitas healthcare,vitas healthcare,hospitals and health care,"technology, information and internet",business consulting and services,Human Health And Social Work Activities
powerbi_340,equinor,equinor,oil and gas,energy,petroleum,"Electricity, Gas, Steam and Air Conditioning Supply"
powerbi_341,campari group,campari,software development,food and beverage services,hospitality,Information And Communication
